3.1954 -0.0175 0.9931
3.2419 -0.0087 0.9940
3.2419 -0.0087 0.9940
3.2899 -0.0003 0.9976
3.2899 -0.0003 0.9976
3.3375 0.0077 1.0006
3.3375 0.0077 1.0006
3.3831 0.0148 1.0038
3.3831 0.0148 1.0038
3.4276 0.0195 1.0086
3.4276 0.0195 1.0086
3.4713 0.0230 1.0153
3.4713 0.0230 1.0153
3.5140 0.0258 1.0230
3.5140 0.0258 1.0230
3.5555 0.0279 1.0301
3.5555 0.0279 1.0301
3.5954 0.0294 1.0354
3.5954 0.0294 1.0354
3.6345 0.0303 1.0379
3.6345 0.0303 1.0379
3.6731 0.0308 1.0378
3.6731 0.0308 1.0378
3.7119 0.0314 1.0356
3.7119 0.0314 1.0356
3.7520 0.0317 1.0315
3.7520 0.0317 1.0315
3.7940 0.0316 1.0255
3.7940 0.0316 1.0255
3.8385 0.0306 1.0167
3.8385 0.0306 1.0167
3.8851 0.0279 1.0059
3.8851 0.0279 1.0059
3.9323 0.0231 0.9983
3.9323 0.0231 0.9983
3.9812 0.0161 0.9947
3.9812 0.0161 0.9947
4.0322 0.0081 0.9944
4.0322 0.0081 0.9944
4.0833 0.0015 0.9946
4.0833 0.0015 0.9946
4.1326 -0.0036 0.9952
4.1326 -0.0036 0.9952
4.1792 -0.0079 0.9983
4.1792 -0.0079 0.9983
4.2240 -0.0112 1.0047
4.2240 -0.0112 1.0047
4.2670 -0.0131 1.0127
4.2670 -0.0131 1.0127
4.3083 -0.0144 1.0213
4.3083 -0.0144 1.0213
4.3485 -0.0153 1.0290
4.3485 -0.0153 1.0290
4.3872 -0.0159 1.0343
4.3872 -0.0159 1.0343
4.4248 -0.0161 1.0369
4.4248 -0.0161 1.0369
4.4618 -0.0163 1.0372
4.4618 -0.0163 1.0372
4.4992 -0.0167 1.0344
4.4992 -0.0167 1.0344
4.5379 -0.0170 1.0287
4.5379 -0.0170 1.0287
4.5785 -0.0166 1.0209
4.5785 -0.0166 1.0209
4.6212 -0.0149 1.0107
4.6212 -0.0149 1.0107
4.6642 -0.0115 1.0042
4.6642 -0.0115 1.0042
4.7089 -0.0058 1.0005
4.7089 -0.0058 1.0005
4.7553 0.0023 1.0009
4.7553 0.0023 1.0009
4.8025 0.0101 1.0035
4.8025 0.0101 1.0035
4.8490 0.0168 1.0055
4.8490 0.0168 1.0055
4.8930 0.0230 1.0078
4.8930 0.0230 1.0078
4.9352 0.0276 1.0126
4.9352 0.0276 1.0126
4.9764 0.0306 1.0192
4.9764 0.0306 1.0192
5.0167 0.0326 1.0265
5.0167 0.0326 1.0265
5.0559 0.0339 1.0334
5.0559 0.0339 1.0334
5.0941 0.0345 1.0383
5.0941 0.0345 1.0383
5.1310 0.0351 1.0411
5.1310 0.0351 1.0411
5.1668 0.0352 1.0415
5.1668 0.0352 1.0415
5.2032 0.0349 1.0394
5.2032 0.0349 1.0394
5.2403 0.0346 1.0352
5.2403 0.0346 1.0352
5.2786 0.0343 1.0287
5.2786 0.0343 1.0287
5.3192 0.0329 1.0186
5.3192 0.0329 1.0186
5.3620 0.0298 1.0058
5.3620 0.0298 1.0058
5.4049 0.0250 0.9962
5.4049 0.0250 0.9962
5.4497 0.0180 0.9906
5.4497 0.0180 0.9906
5.4973 0.0094 0.9901
5.4973 0.0094 0.9901
5.5461 0.0011 0.9922
