0.7020 0.0344 0.7096 -0.0486
0.9376 -0.1477 -0.3141 0.0217
0.9830 0.0153 0.1829 0.0038
0.9946 0.0206 -0.0839 0.0577
0.9957 -0.0092 0.0910 -0.0148
0.9873 -0.0061 0.1584 -0.0060
0.9700 -0.0190 -0.2416 -0.0212
1.0000 -0.0065 0.0017 -0.0011
0.9994 -0.0217 0.0262 -0.0015
0.9991 -0.0271 0.0328 -0.0025
0.9944 -0.0019 -0.0245 -0.1029
0.8406 0.0851 0.2775 -0.4573
0.9344 0.3528 0.0148 0.0480
0.9962 -0.0378 -0.0705 -0.0351
0.9999 -0.0110 -0.0115 0.0048
0.9994 -0.0057 -0.0326 -0.0044
0.9908 -0.0988 -0.0258 0.0888
0.8640 -0.2286 0.2316 0.3842
0.8815 -0.4454 -0.1154 -0.1063
0.9779 -0.0312 -0.1953 -0.0673

0.6982 0.0443 0.7137 -0.0335
0.9447 -0.1163 -0.3067 0.0037
0.9808 0.0086 0.1947 0.0024
0.9978 0.0099 -0.0274 0.0594
0.9956 -0.0045 0.0841 -0.0406
0.9790 -0.0089 0.2033 -0.0075
0.9737 -0.0267 -0.2263 -0.0027
1.0000 -0.0062 0.0009 -0.0042
0.9995 -0.0201 0.0234 -0.0104
0.9992 -0.0248 0.0292 -0.0136
0.9937 0.0037 -0.0242 -0.1097
0.8473 0.0818 0.2694 -0.4503
0.9381 0.3427 0.0174 0.0467
0.9961 -0.0414 -0.0694 -0.0361
0.9997 -0.0108 -0.0189 0.0066
0.9997 -0.0074 -0.0233 -0.0067
0.9895 -0.1031 -0.0259 0.0980
0.8620 -0.2223 0.2312 0.3926
0.8943 -0.4222 -0.1102 -0.0986
0.9778 -0.0346 -0.1941 -0.0708

0.6982 0.0443 0.7137 -0.0335
0.9447 -0.1163 -0.3067 0.0037
0.9808 0.0086 0.1947 0.0024
0.9978 0.0099 -0.0274 0.0594
0.9956 -0.0045 0.0841 -0.0406
0.9790 -0.0089 0.2033 -0.0075
0.9737 -0.0267 -0.2263 -0.0027
1.0000 -0.0062 0.0009 -0.0042
0.9995 -0.0201 0.0234 -0.0104
0.9992 -0.0248 0.0292 -0.0136
0.9937 0.0037 -0.0242 -0.1097
0.8473 0.0818 0.2694 -0.4503
0.9381 0.3427 0.0174 0.0467
0.9961 -0.0414 -0.0694 -0.0361
0.9997 -0.0108 -0.0189 0.0066
0.9997 -0.0074 -0.0233 -0.0067
0.9895 -0.1031 -0.0259 0.0980
0.8620 -0.2223 0.2312 0.3926
0.8943 -0.4222 -0.1102 -0.0986
0.9778 -0.0346 -0.1941 -0.0708

0.6982 0.0513 0.7137 -0.0221
0.9515 -0.1011 -0.2905 -0.0106
0.9788 0.0062 0.2048 -0.0004
0.9982 0.0057 -0.0006 0.0590
0.9958 0.0019 0.0680 -0.0616
0.9617 -0.0119 0.2737 -0.0120
0.9817 -0.0431 -0.1852 0.0027
1.0000 -0.0062 0.0009 -0.0066
0.9994 -0.0195 0.0229 -0.0178
0.9990 -0.0238 0.0286 -0.0228
0.9935 0.0108 -0.0230 -0.1106
0.8521 0.0835 0.2591 -0.4469
0.9406 0.3361 0.0185 0.0454
0.9962 -0.0443 -0.0678 -0.0334
0.9997 -0.0106 -0.0231 0.0057
0.9998 -0.0073 -0.0158 -0.0014
0.9888 -0.1060 -0.0249 0.1018
0.8579 -0.2179 0.2256 0.4069
0.9114 -0.3889 -0.1024 -0.0875
0.9773 -0.0426 -0.1954 -0.0700

0.6982 0.0513 0.7137 -0.0221
0.9515 -0.1011 -0.2905 -0.0106
0.9788 0.0062 0.2048 -0.0004
0.9982 0.0057 -0.0006 0.0590
0.9958 0.0019 0.0680 -0.0616
0.9617 -0.0119 0.2737 -0.0120
0.9817 -0.0431 -0.1852 0.0027
1.0000 -0.0062 0.0009 -0.0066
0.9994 -0.0195 0.0229 -0.0178
0.9990 -0.0238 0.0286 -0.0228
0.9935 0.0108 -0.0230 -0.1106
0.8521 0.0835 0.2591 -0.4469
0.9406 0.3361 0.0185 0.0454
0.9962 -0.0443 -0.0678 -0.0334
0.9997 -0.0106 -0.0231 0.0057
0.9998 -0.0073 -0.0158 -0.0014
0.9888 -0.1060 -0.0249 0.1018
0.8579 -0.2179 0.2256 0.4069
0.9114 -0.3889 -0.1024 -0.0875
0.9773 -0.0426 -0.1954 -0.0700

0.7016 0.0556 0.7102 -0.0166
0.9562 -0.0973 -0.2756 -0.0177
0.9725 0.0049 0.2328 -0.0026
0.9981 0.0039 -0.0142 0.0601
0.9965 0.0080 0.0292 -0.0775
0.9250 -0.0159 0.3790 -0.0213
0.9918 -0.0731 -0.1011 0.0278
0.9999 -0.0063 0.0016 -0.0078
0.9992 -0.0196 0.0252 -0.0222
0.9988 -0.0238 0.0314 -0.0282
0.9939 0.0181 -0.0216 -0.1063
0.8550 0.0890 0.2472 -0.4471
0.9405 0.3364 0.0167 0.0453
0.9964 -0.0444 -0.0667 -0.0288
0.9996 -0.0111 -0.0257 0.0032
0.9999 -0.0070 -0.0112 0.0051
0.9891 -0.1076 -0.0230 0.0980
0.8522 -0.2110 0.2177 0.4263
0.9235 -0.3645 -0.0900 -0.0786
0.9776 -0.0419 -0.1967 -0.0627

0.7016 0.0556 0.7102 -0.0166
0.9562 -0.0973 -0.2756 -0.0177
0.9725 0.0049 0.2328 -0.0026
0.9981 0.0039 -0.0142 0.0601
0.9965 0.0080 0.0292 -0.0775
0.9250 -0.0159 0.3790 -0.0213
0.9918 -0.0731 -0.1011 0.0278
0.9999 -0.0063 0.0016 -0.0078
0.9992 -0.0196 0.0252 -0.0222
0.9988 -0.0238 0.0314 -0.0282
0.9939 0.0181 -0.0216 -0.1063
0.8550 0.0890 0.2472 -0.4471
0.9405 0.3364 0.0167 0.0453
0.9964 -0.0444 -0.0667 -0.0288
0.9996 -0.0111 -0.0257 0.0032
0.9999 -0.0070 -0.0112 0.0051
0.9891 -0.1076 -0.0230 0.0980
0.8522 -0.2110 0.2177 0.4263
0.9235 -0.3645 -0.0900 -0.0786
0.9776 -0.0419 -0.1967 -0.0627

0.7054 0.0556 0.7064 -0.0154
0.9609 -0.0880 -0.2618 -0.0204
0.9642 0.0048 0.2650 -0.0045
0.9966 -0.0034 -0.0552 0.0613
0.9961 0.0069 -0.0181 -0.0859
0.8825 -0.0187 0.4691 -0.0276
0.9940 -0.0862 0.0055 0.0664
0.9999 -0.0057 0.0023 -0.0079
0.9992 -0.0177 0.0275 -0.0224
0.9988 -0.0213 0.0343 -0.0285
0.9940 0.0228 -0.0218 -0.1046
0.8575 0.0942 0.2399 -0.4453
0.9376 0.3443 0.0055 0.0488
0.9964 -0.0422 -0.0682 -0.0285
0.9996 -0.0132 -0.0235 0.0022
0.9999 -0.0113 -0.0078 0.0027
0.9894 -0.1066 -0.0225 0.0956
0.8471 -0.2047 0.2215 0.4376
0.9313 -0.3488 -0.0796 -0.0680
0.9783 -0.0367 -0.1959 -0.0574

0.7054 0.0556 0.7064 -0.0154
0.9609 -0.0880 -0.2618 -0.0204
0.9642 0.0048 0.2650 -0.0045
0.9966 -0.0034 -0.0552 0.0613
0.9961 0.0069 -0.0181 -0.0859
0.8825 -0.0187 0.4691 -0.0276
0.9940 -0.0862 0.0055 0.0664
0.9999 -0.0057 0.0023 -0.0079
0.9992 -0.0177 0.0275 -0.0224
0.9988 -0.0213 0.0343 -0.0285
0.9940 0.0228 -0.0218 -0.1046
0.8575 0.0942 0.2399 -0.4453
0.9376 0.3443 0.0055 0.0488
0.9964 -0.0422 -0.0682 -0.0285
0.9996 -0.0132 -0.0235 0.0022
0.9999 -0.0113 -0.0078 0.0027
0.9894 -0.1066 -0.0225 0.0956
0.8471 -0.2047 0.2215 0.4376
0.9313 -0.3488 -0.0796 -0.0680
0.9783 -0.0367 -0.1959 -0.0574

0.7094 0.0488 0.7030 -0.0112
0.9674 -0.0761 -0.2404 -0.0231
0.9601 0.0056 0.2796 -0.0056
0.9942 -0.0093 -0.0873 0.0627
0.9949 0.0120 -0.0536 -0.0847
0.8505 -0.0282 0.5244 -0.0287
0.9941 -0.0648 0.0443 0.0746
1.0000 -0.0044 0.0028 -0.0077
0.9993 -0.0128 0.0292 -0.0207
0.9989 -0.0154 0.0365 -0.0263
0.9939 0.0288 -0.0224 -0.1036
0.8594 0.1018 0.2393 -0.4403
0.9328 0.3563 -0.0088 0.0540
0.9966 -0.0353 -0.0707 -0.0226
0.9997 -0.0132 -0.0186 0.0026
0.9998 -0.0172 -0.0037 -0.0027
0.9899 -0.0980 -0.0241 0.0993
0.8414 -0.2002 0.2383 0.4418
0.9365 -0.3372 -0.0741 -0.0613
0.9789 -0.0305 -0.1949 -0.0536

0.7094 0.0488 0.7030 -0.0112
0.9674 -0.0761 -0.2404 -0.0231
0.9601 0.0056 0.2796 -0.0056
0.9942 -0.0093 -0.0873 0.0627
0.9949 0.0120 -0.0536 -0.0847
0.8505 -0.0282 0.5244 -0.0287
0.9941 -0.0648 0.0443 0.0746
1.0000 -0.0044 0.0028 -0.0077
0.9993 -0.0128 0.0292 -0.0207
0.9989 -0.0154 0.0365 -0.0263
0.9939 0.0288 -0.0224 -0.1036
0.8594 0.1018 0.2393 -0.4403
0.9328 0.3563 -0.0088 0.0540
0.9966 -0.0353 -0.0707 -0.0226
0.9997 -0.0132 -0.0186 0.0026
0.9998 -0.0172 -0.0037 -0.0027
0.9899 -0.0980 -0.0241 0.0993
0.8414 -0.2002 0.2383 0.4418
0.9365 -0.3372 -0.0741 -0.0613
0.9789 -0.0305 -0.1949 -0.0536

0.7131 0.0400 0.6999 -0.0068
0.9746 -0.0702 -0.2114 -0.0241
0.9604 0.0063 0.2785 -0.0057
0.9917 -0.0071 -0.1112 0.0639
0.9929 0.0221 -0.0841 -0.0811
0.8335 -0.0294 0.5508 -0.0313
0.9961 -0.0480 0.0236 0.0706
1.0000 -0.0032 0.0033 -0.0072
0.9993 -0.0087 0.0310 -0.0187
0.9989 -0.0103 0.0387 -0.0236
0.9942 0.0372 -0.0222 -0.0986
0.8603 0.1137 0.2396 -0.4354
0.9270 0.3700 -0.0174 0.0593
0.9969 -0.0289 -0.0716 -0.0126
0.9998 -0.0112 -0.0147 0.0030
0.9998 -0.0200 0.0000 -0.0029
0.9908 -0.0844 -0.0260 0.1026
0.8347 -0.1948 0.2549 0.4476
0.9419 -0.3238 -0.0676 -0.0580
0.9789 -0.0271 -0.1969 -0.0474

0.7131 0.0400 0.6999 -0.0068
0.9746 -0.0702 -0.2114 -0.0241
0.9604 0.0063 0.2785 -0.0057
0.9917 -0.0071 -0.1112 0.0639
0.9929 0.0221 -0.0841 -0.0811
0.8335 -0.0294 0.5508 -0.0313
0.9961 -0.0480 0.0236 0.0706
1.0000 -0.0032 0.0033 -0.0072
0.9993 -0.0087 0.0310 -0.0187
0.9989 -0.0103 0.0387 -0.0236
0.9942 0.0372 -0.0222 -0.0986
0.8603 0.1137 0.2396 -0.4354
0.9270 0.3700 -0.0174 0.0593
0.9969 -0.0289 -0.0716 -0.0126
0.9998 -0.0112 -0.0147 0.0030
0.9998 -0.0200 0.0000 -0.0029
0.9908 -0.0844 -0.0260 0.1026
0.8347 -0.1948 0.2549 0.4476
0.9419 -0.3238 -0.0676 -0.0580
0.9789 -0.0271 -0.1969 -0.0474

0.7160 0.0307 0.6974 -0.0054
0.9814 -0.0658 -0.1789 -0.0217
0.9635 0.0067 0.2676 -0.0050
0.9895 -0.0043 -0.1292 0.0642
0.9900 0.0331 -0.1155 -0.0742
0.8292 -0.0302 0.5571 -0.0327
0.9980 -0.0391 -0.0070 0.0484
1.0000 -0.0021 0.0037 -0.0063
0.9993 -0.0052 0.0324 -0.0157
0.9990 -0.0060 0.0404 -0.0197
0.9945 0.0459 -0.0216 -0.0920
0.8615 0.1247 0.2372 -0.4313
0.9206 0.3842 -0.0242 0.0652
0.9971 -0.0266 -0.0716 -0.0070
0.9999 -0.0090 -0.0116 0.0030
0.9998 -0.0212 0.0021 0.0007
0.9919 -0.0706 -0.0269 0.1021
0.8297 -0.1818 0.2651 0.4563
0.9458 -0.3153 -0.0569 -0.0537
0.9788 -0.0257 -0.1991 -0.0412

0.7160 0.0307 0.6974 -0.0054
0.9814 -0.0658 -0.1789 -0.0217
0.9635 0.0067 0.2676 -0.0050
0.9895 -0.0043 -0.1292 0.0642
0.9900 0.0331 -0.1155 -0.0742
0.8292 -0.0302 0.5571 -0.0327
0.9980 -0.0391 -0.0070 0.0484
1.0000 -0.0021 0.0037 -0.0063
0.9993 -0.0052 0.0324 -0.0157
0.9990 -0.0060 0.0404 -0.0197
0.9945 0.0459 -0.0216 -0.0920
0.8615 0.1247 0.2372 -0.4313
0.9206 0.3842 -0.0242 0.0652
0.9971 -0.0266 -0.0716 -0.0070
0.9999 -0.0090 -0.0116 0.0030
0.9998 -0.0212 0.0021 0.0007
0.9919 -0.0706 -0.0269 0.1021
0.8297 -0.1818 0.2651 0.4563
0.9458 -0.3153 -0.0569 -0.0537
